user_id,event_date,event_type,plan,source_channel,feature_id
7,2026-01-30,feature_used,Pro,Referral,F5_API
7,2026-01-31,feature_used,Pro,Referral,F2_Reports
7,2026-01-31,feature_used,Pro,Referral,F1_Search
7,2026-02-01,feature_used,Pro,Referral,F1_Search
7,2026-02-02,feature_used,Pro,Referral,F1_Search
7,2026-02-03,feature_used,Pro,Referral,F2_Reports
7,2026-02-04,feature_used,Pro,Referral,F1_Search
7,2026-02-06,feature_used,Pro,Referral,F2_Reports
7,2026-02-09,feature_used,Pro,Referral,F2_Reports
7,2026-02-09,feature_used,Pro,Referral,F4_Collaboration
7,2026-02-09,feature_used,Pro,Referral,F2_Reports
7,2026-02-11,feature_used,Pro,Referral,F2_Reports
7,2026-02-12,feature_used,Pro,Referral,F3_Integrations
7,2026-02-12,feature_used,Pro,Referral,F1_Search
7,2026-02-13,feature_used,Pro,Referral,F4_Collaboration
7,2026-02-16,feature_used,Pro,Referral,F3_Integrations
7,2026-02-19,feature_used,Pro,Referral,F2_Reports
7,2026-02-25,feature_used,Pro,Referral,F2_Reports
7,2026-02-26,feature_used,Pro,Referral,F4_Collaboration
7,2026-02-28,feature_used,Pro,Referral,F1_Search
7,2026-03-01,feature_used,Pro,Referral,F4_Collaboration
7,2026-03-03,feature_used,Pro,Referral,F3_Integrations
7,2026-03-04,feature_used,Pro,Referral,F4_Collaboration
7,2026-03-04,feature_used,Pro,Referral,F1_Search
7,2026-03-04,feature_used,Pro,Referral,F5_API
7,2026-03-08,feature_used,Pro,Referral,F1_Search
7,2026-03-10,feature_used,Pro,Referral,F4_Collaboration
7,2026-03-11,feature_used,Pro,Referral,F4_Collaboration
7,2026-03-14,feature_used,Pro,Referral,F1_Search
7,2026-03-20,feature_used,Pro,Referral,F4_Collaboration
7,2026-03-20,feature_used,Pro,Referral,F4_Collaboration
7,2026-03-23,feature_used,Pro,Referral,F4_Collaboration
7,2026-03-29,feature_used,Pro,Referral,F1_Search
7,2026-03-30,feature_used,Pro,Referral,F3_Integrations
7,2026-04-04,feature_used,Pro,Referral,F2_Reports
8,2025-05-29,signup,Free,Referral,
8,2025-05-30,email_verified,Free,Referral,
9,2025-06-18,signup,Free,Organic,
10,2024-09-15,signup,Pro,Organic,
10,2024-09-17,email_verified,Pro,Organic,
11,2024-10-17,signup,Free,Paid_Search,
12,2025-04-17,signup,Enterprise,Organic,
13,2025-06-14,signup,Free,Paid_Social,
13,2025-06-14,email_verified,Free,Paid_Social,
13,2025-06-16,first_session,Free,Paid_Social,
14,2025-04-29,signup,Free,Content,
15,2025-05-07,signup,Pro,Organic,
15,2025-05-08,email_verified,Pro,Organic,
15,2025-05-08,first_session,Pro,Organic,
15,2025-05-14,first_key_action,Pro,Organic,
15,2025-05-25,feature_used,Pro,Organic,F2_Reports
15,2025-06-04,feature_used,Pro,Organic,F1_Search
15,2025-06-06,feature_used,Pro,Organic,F2_Reports
15,2025-06-07,feature_used,Pro,Organic,F1_Search
15,2025-06-07,feature_used,Pro,Organic,F3_Integrations
15,2025-06-09,feature_used,Pro,Organic,F3_Integrations
15,2025-06-13,feature_used,Pro,Organic,F5_API
15,2025-06-14,feature_used,Pro,Organic,F4_Collaboration
15,2025-06-15,feature_used,Pro,Organic,F4_Collaboration
15,2025-06-17,feature_used,Pro,Organic,F5_API
15,2025-06-18,feature_used,Pro,Organic,F1_Search
15,2025-06-18,feature_used,Pro,Organic,F1_Search
15,2025-06-19,feature_used,Pro,Organic,F4_Collaboration
15,2025-06-21,feature_used,Pro,Organic,F3_Integrations
15,2025-06-21,feature_used,Pro,Organic,F5_API
15,2025-06-22,feature_used,Pro,Organic,F4_Collaboration
15,2025-06-24,feature_used,Pro,Organic,F1_Search
15,2025-07-03,feature_used,Pro,Organic,F4_Collaboration
15,2025-07-03,feature_used,Pro,Organic,F1_Search
15,2025-07-03,feature_used,Pro,Organic,F2_Reports
15,2025-07-07,feature_used,Pro,Organic,F1_Search
15,2025-07-08,feature_used,Pro,Organic,F1_Search
15,2025-07-08,feature_used,Pro,Organic,F4_Collaboration
15,2025-07-10,feature_used,Pro,Organic,F5_API
15,2025-07-10,feature_used,Pro,Organic,F5_API
15,2025-07-11,feature_used,Pro,Organic,F1_Search
15,2025-07-12,feature_used,Pro,Organic,F2_Reports
15,2025-07-13,feature_used,Pro,Organic,F3_Integrations
15,2025-07-13,feature_used,Pro,Organic,F4_Collaboration
15,2025-07-16,feature_used,Pro,Organic,F2_Reports
15,2025-07-16,feature_used,Pro,Organic,F2_Reports
15,2025-07-17,feature_used,Pro,Organic,F2_Reports
15,2025-07-17,feature_used,Pro,Organic,F5_API
15,2025-07-18,feature_used,Pro,Organic,F3_Integrations
15,2025-07-18,feature_used,Pro,Organic,F3_Integrations
15,2025-07-18,feature_used,Pro,Organic,F4_Collaboration
15,2025-07-25,feature_used,Pro,Organic,F1_Search
15,2025-07-26,feature_used,Pro,Organic,F2_Reports
15,2025-07-27,feature_used,Pro,Organic,F3_Integrations
15,2025-07-28,feature_used,Pro,Organic,F2_Reports
15,2025-07-30,feature_used,Pro,Organic,F3_Integrations
15,2025-08-02,feature_used,Pro,Organic,F1_Search
15,2025-08-04,feature_used,Pro,Organic,F2_Reports
15,2025-08-06,feature_used,Pro,Organic,F5_API
15,2025-08-07,feature_used,Pro,Organic,F3_Integrations
15,2025-08-08,feature_used,Pro,Organic,F2_Reports
15,2025-08-10,feature_used,Pro,Organic,F1_Search
15,2025-08-10,feature_used,Pro,Organic,F3_Integrations
15,2025-08-13,feature_used,Pro,Organic,F1_Search
15,2025-08-16,feature_used,Pro,Organic,F2_Reports
15,2025-08-16,feature_used,Pro,Organic,F1_Search
15,2025-08-18,feature_used,Pro,Organic,F4_Collaboration
15,2025-08-19,feature_used,Pro,Organic,F2_Reports
15,2025-08-20,feature_used,Pro,Organic,F3_Integrations
15,2025-08-22,feature_used,Pro,Organic,F2_Reports
15,2025-08-24,feature_used,Pro,Organic,F4_Collaboration
15,2025-08-28,feature_used,Pro,Organic,F5_API
15,2025-08-30,feature_used,Pro,Organic,F1_Search
15,2025-09-04,feature_used,Pro,Organic,F4_Collaboration
15,2025-09-04,feature_used,Pro,Organic,F1_Search
15,2025-09-06,feature_used,Pro,Organic,F3_Integrations
15,2025-09-06,feature_used,Pro,Organic,F1_Search
15,2025-09-06,feature_used,Pro,Organic,F3_Integrations
15,2025-09-07,feature_used,Pro,Organic,F4_Collaboration
15,2025-09-07,feature_used,Pro,Organic,F2_Reports
15,2025-09-07,feature_used,Pro,Organic,F1_Search
15,2025-09-10,feature_used,Pro,Organic,F3_Integrations
15,2025-09-11,feature_used,Pro,Organic,F3_Integrations
15,2025-09-13,feature_used,Pro,Organic,F1_Search
15,2025-09-15,feature_used,Pro,Organic,F2_Reports
15,2025-09-16,feature_used,Pro,Organic,F1_Search
15,2025-09-18,feature_used,Pro,Organic,F4_Collaboration
15,2025-09-19,feature_used,Pro,Organic,F3_Integrations
15,2025-09-21,feature_used,Pro,Organic,F2_Reports
15,2025-09-25,feature_used,Pro,Organic,F4_Collaboration
15,2025-10-05,feature_used,Pro,Organic,F2_Reports
15,2025-10-07,feature_used,Pro,Organic,F1_Search
15,2025-10-08,feature_used,Pro,Organic,F1_Search
15,2025-10-10,feature_used,Pro,Organic,F1_Search
15,2025-10-11,feature_used,Pro,Organic,F2_Reports
15,2025-10-14,feature_used,Pro,Organic,F1_Search
15,2025-10-29,feature_used,Pro,Organic,F4_Collaboration
15,2025-11-12,feature_used,Pro,Organic,F4_Collaboration
16,2026-01-12,signup,Free,Organic,
16,2026-01-15,email_verified,Free,Organic,
16,2026-01-17,first_session,Free,Organic,
17,2025-02-13,signup,Free,Organic,
17,2025-02-15,email_verified,Free,Organic,
17,2025-02-17,first_session,Free,Organic,
17,2025-02-23,first_key_action,Free,Organic,
17,2025-02-25,feature_used,Free,Organic,F2_Reports
17,2025-02-25,feature_used,Free,Organic,F1_Search
17,2025-02-27,feature_used,Free,Organic,F2_Reports
17,2025-02-28,feature_used,Free,Organic,F4_Collaboration
17,2025-02-28,feature_used,Free,Organic,F1_Search
17,2025-02-28,feature_used,Free,Organic,F1_Search
17,2025-03-01,feature_used,Free,Organic,F5_API
18,2024-10-03,signup,Pro,Referral,
18,2024-10-04,email_verified,Pro,Referral,
18,2024-10-04,first_session,Pro,Referral,
19,2025-08-06,signup,Pro,Paid_Social,
19,2025-08-07,email_verified,Pro,Paid_Social,
19,2025-08-07,first_session,Pro,Paid_Social,
19,2025-08-14,first_key_action,Pro,Paid_Social,
19,2025-08-23,feature_used,Pro,Paid_Social,F5_API
19,2025-08-28,feature_used,Pro,Paid_Social,F2_Reports
19,2025-08-31,feature_used,Pro,Paid_Social,F4_Collaboration
19,2025-09-03,feature_used,Pro,Paid_Social,F1_Search
19,2025-09-03,feature_used,Pro,Paid_Social,F4_Collaboration
19,2025-09-05,feature_used,Pro,Paid_Social,F2_Reports
19,2025-09-06,feature_used,Pro,Paid_Social,F1_Search
19,2025-09-07,feature_used,Pro,Paid_Social,F1_Search
19,2025-09-08,feature_used,Pro,Paid_Social,F2_Reports
19,2025-09-10,feature_used,Pro,Paid_Social,F3_Integrations
19,2025-09-11,feature_used,Pro,Paid_Social,F3_Integrations
19,2025-09-11,feature_used,Pro,Paid_Social,F3_Integrations
19,2025-09-12,feature_used,Pro,Paid_Social,F2_Reports
19,2025-09-12,feature_used,Pro,Paid_Social,F4_Collaboration
19,2025-09-14,feature_used,Pro,Paid_Social,F2_Reports
19,2025-09-14,feature_used,Pro,Paid_Social,F4_Collaboration
19,2025-09-16,feature_used,Pro,Paid_Social,F2_Reports
19,2025-09-16,feature_used,Pro,Paid_Social,F1_Search
19,2025-09-16,feature_used,Pro,Paid_Social,F4_Collaboration
19,2025-09-16,feature_used,Pro,Paid_Social,F3_Integrations
19,2025-09-18,feature_used,Pro,Paid_Social,F2_Reports
19,2025-09-18,feature_used,Pro,Paid_Social,F1_Search
19,2025-09-19,feature_used,Pro,Paid_Social,F5_API
19,2025-09-20,feature_used,Pro,Paid_Social,F1_Search
19,2025-09-21,feature_used,Pro,Paid_Social,F5_API
19,2025-09-22,feature_used,Pro,Paid_Social,F2_Reports
19,2025-09-22,feature_used,Pro,Paid_Social,F2_Reports
19,2025-09-23,feature_used,Pro,Paid_Social,F2_Reports
19,2025-09-24,feature_used,Pro,Paid_Social,F2_Reports
19,2025-09-24,feature_used,Pro,Paid_Social,F2_Reports
19,2025-09-26,feature_used,Pro,Paid_Social,F1_Search
19,2025-09-27,feature_used,Pro,Paid_Social,F3_Integrations
19,2025-09-27,feature_used,Pro,Paid_Social,F1_Search
19,2025-09-28,feature_used,Pro,Paid_Social,F2_Reports
19,2025-09-28,feature_used,Pro,Paid_Social,F4_Collaboration
19,2025-09-28,feature_used,Pro,Paid_Social,F3_Integrations
19,2025-09-28,feature_used,Pro,Paid_Social,F5_API
19,2025-09-30,feature_used,Pro,Paid_Social,F2_Reports
19,2025-09-30,feature_used,Pro,Paid_Social,F1_Search
19,2025-10-01,feature_used,Pro,Paid_Social,F2_Reports
19,2025-10-01,feature_used,Pro,Paid_Social,F4_Collaboration
19,2025-10-02,feature_used,Pro,Paid_Social,F4_Collaboration
19,2025-10-03,feature_used,Pro,Paid_Social,F4_Collaboration
19,2025-10-04,feature_used,Pro,Paid_Social,F1_Search
19,2025-10-04,feature_used,Pro,Paid_Social,F1_Search
19,2025-10-05,feature_used,Pro,Paid_Social,F3_Integrations
19,2025-10-06,feature_used,Pro,Paid_Social,F2_Reports
19,2025-10-06,feature_used,Pro,Paid_Social,F2_Reports
19,2025-10-07,feature_used,Pro,Paid_Social,F1_Search
19,2025-10-07,feature_used,Pro,Paid_Social,F3_Integrations
19,2025-10-07,feature_used,Pro,Paid_Social,F1_Search
19,2025-10-07,feature_used,Pro,Paid_Social,F5_API
19,2025-10-08,feature_used,Pro,Paid_Social,F3_Integrations
19,2025-10-10,feature_used,Pro,Paid_Social,F4_Collaboration
19,2025-10-13,feature_used,Pro,Paid_Social,F2_Reports
19,2025-10-14,feature_used,Pro,Paid_Social,F5_API
19,2025-10-16,feature_used,Pro,Paid_Social,F1_Search
19,2025-10-18,feature_used,Pro,Paid_Social,F4_Collaboration
19,2025-10-18,feature_used,Pro,Paid_Social,F5_API
19,2025-10-20,feature_used,Pro,Paid_Social,F4_Collaboration
19,2025-10-21,feature_used,Pro,Paid_Social,F2_Reports
19,2025-10-24,feature_used,Pro,Paid_Social,F4_Collaboration
19,2025-10-25,feature_used,Pro,Paid_Social,F2_Reports
19,2025-10-25,feature_used,Pro,Paid_Social,F5_API
19,2025-10-26,feature_used,Pro,Paid_Social,F1_Search
19,2025-10-26,feature_used,Pro,Paid_Social,F2_Reports
19,2025-10-31,feature_used,Pro,Paid_Social,F5_API
19,2025-11-03,feature_used,Pro,Paid_Social,F1_Search
19,2025-11-22,feature_used,Pro,Paid_Social,F1_Search
19,2025-11-25,feature_used,Pro,Paid_Social,F4_Collaboration
20,2025-09-08,signup,Free,Paid_Social,
21,2025-04-28,signup,Enterprise,Organic,
21,2025-05-01,email_verified,Enterprise,Organic,
21,2025-05-02,first_session,Enterprise,Organic,
21,2025-05-04,first_key_action,Enterprise,Organic,
21,2025-05-08,feature_used,Enterprise,Organic,F1_Search
21,2025-05-11,feature_used,Enterprise,Organic,F3_Integrations
21,2025-05-11,feature_used,Enterprise,Organic,F5_API
21,2025-05-18,feature_used,Enterprise,Organic,F3_Integrations
21,2025-05-18,feature_used,Enterprise,Organic,F1_Search
21,2025-05-22,feature_used,Enterprise,Organic,F2_Reports
21,2025-05-24,feature_used,Enterprise,Organic,F2_Reports
21,2025-05-24,feature_used,Enterprise,Organic,F5_API
21,2025-05-27,feature_used,Enterprise,Organic,F1_Search
21,2025-05-27,feature_used,Enterprise,Organic,F2_Reports
21,2025-05-27,feature_used,Enterprise,Organic,F3_Integrations
21,2025-05-27,feature_used,Enterprise,Organic,F1_Search
21,2025-05-30,feature_used,Enterprise,Organic,F4_Collaboration
21,2025-05-31,feature_used,Enterprise,Organic,F1_Search
21,2025-06-07,feature_used,Enterprise,Organic,F1_Search
21,2025-06-08,feature_used,Enterprise,Organic,F2_Reports
21,2025-06-08,feature_used,Enterprise,Organic,F4_Collaboration
21,2025-06-12,feature_used,Enterprise,Organic,F3_Integrations
21,2025-06-12,feature_used,Enterprise,Organic,F2_Reports
21,2025-06-15,feature_used,Enterprise,Organic,F5_API
21,2025-06-19,feature_used,Enterprise,Organic,F1_Search
21,2025-06-19,feature_used,Enterprise,Organic,F1_Search
21,2025-06-21,feature_used,Enterprise,Organic,F2_Reports
21,2025-06-22,feature_used,Enterprise,Organic,F2_Reports
21,2025-06-24,feature_used,Enterprise,Organic,F2_Reports
21,2025-06-25,feature_used,Enterprise,Organic,F2_Reports
21,2025-06-25,feature_used,Enterprise,Organic,F1_Search
21,2025-06-25,feature_used,Enterprise,Organic,F3_Integrations
21,2025-06-25,feature_used,Enterprise,Organic,F3_Integrations
21,2025-06-26,feature_used,Enterprise,Organic,F5_API
21,2025-06-27,feature_used,Enterprise,Organic,F2_Reports
21,2025-06-28,feature_used,Enterprise,Organic,F5_API
21,2025-06-29,feature_used,Enterprise,Organic,F5_API
21,2025-06-29,feature_used,Enterprise,Organic,F3_Integrations
21,2025-07-01,feature_used,Enterprise,Organic,F2_Reports
21,2025-07-02,feature_used,Enterprise,Organic,F1_Search
21,2025-07-03,feature_used,Enterprise,Organic,F1_Search
21,2025-07-04,feature_used,Enterprise,Organic,F3_Integrations
21,2025-07-04,feature_used,Enterprise,Organic,F5_API
21,2025-07-05,feature_used,Enterprise,Organic,F4_Collaboration
21,2025-07-11,feature_used,Enterprise,Organic,F5_API
21,2025-07-11,feature_used,Enterprise,Organic,F3_Integrations
21,2025-07-13,feature_used,Enterprise,Organic,F5_API
21,2025-07-15,feature_used,Enterprise,Organic,F3_Integrations
21,2025-07-17,feature_used,Enterprise,Organic,F3_Integrations
21,2025-07-17,feature_used,Enterprise,Organic,F3_Integrations
21,2025-07-23,feature_used,Enterprise,Organic,F3_Integrations
21,2025-07-24,feature_used,Enterprise,Organic,F3_Integrations
21,2025-07-29,feature_used,Enterprise,Organic,F4_Collaboration
21,2025-07-30,feature_used,Enterprise,Organic,F1_Search
21,2025-08-02,feature_used,Enterprise,Organic,F2_Reports
21,2025-08-02,feature_used,Enterprise,Organic,F5_API
21,2025-08-03,feature_used,Enterprise,Organic,F2_Reports
21,2025-08-06,feature_used,Enterprise,Organic,F5_API
21,2025-08-06,feature_used,Enterprise,Organic,F1_Search
21,2025-08-08,feature_used,Enterprise,Organic,F2_Reports
21,2025-08-10,feature_used,Enterprise,Organic,F2_Reports
21,2025-08-10,feature_used,Enterprise,Organic,F5_API
21,2025-08-13,feature_used,Enterprise,Organic,F2_Reports
21,2025-08-14,feature_used,Enterprise,Organic,F4_Collaboration
21,2025-08-14,feature_used,Enterprise,Organic,F1_Search
21,2025-08-15,feature_used,Enterprise,Organic,F2_Reports
21,2025-08-19,feature_used,Enterprise,Organic,F1_Search
21,2025-08-21,feature_used,Enterprise,Organic,F4_Collaboration
21,2025-08-23,feature_used,Enterprise,Organic,F4_Collaboration
21,2025-08-23,feature_used,Enterprise,Organic,F2_Reports
21,2025-08-24,feature_used,Enterprise,Organic,F3_Integrations
21,2025-08-25,feature_used,Enterprise,Organic,F3_Integrations
21,2025-08-29,feature_used,Enterprise,Organic,F5_API
21,2025-08-29,feature_used,Enterprise,Organic,F5_API
21,2025-08-30,feature_used,Enterprise,Organic,F5_API
21,2025-08-31,feature_used,Enterprise,Organic,F1_Search
21,2025-09-01,feature_used,Enterprise,Organic,F4_Collaboration
21,2025-09-02,feature_used,Enterprise,Organic,F3_Integrations
21,2025-09-04,feature_used,Enterprise,Organic,F5_API
21,2025-09-05,feature_used,Enterprise,Organic,F5_API
21,2025-09-05,feature_used,Enterprise,Organic,F2_Reports
21,2025-09-13,feature_used,Enterprise,Organic,F2_Reports
21,2025-09-13,feature_used,Enterprise,Organic,F2_Reports
21,2025-09-15,feature_used,Enterprise,Organic,F1_Search
21,2025-09-21,feature_used,Enterprise,Organic,F3_Integrations
21,2025-09-26,feature_used,Enterprise,Organic,F3_Integrations
21,2025-09-28,feature_used,Enterprise,Organic,F3_Integrations
21,2025-09-29,feature_used,Enterprise,Organic,F1_Search
21,2025-10-01,feature_used,Enterprise,Organic,F5_API
21,2025-10-25,feature_used,Enterprise,Organic,F2_Reports
21,2025-11-03,feature_used,Enterprise,Organic,F4_Collaboration
21,2025-11-06,feature_used,Enterprise,Organic,F4_Collaboration
22,2025-06-09,signup,Free,Organic,
23,2024-10-05,signup,Free,Partner,
23,2024-10-05,email_verified,Free,Partner,
23,2024-10-06,first_session,Free,Partner,
23,2024-10-13,first_key_action,Free,Partner,
23,2024-10-15,feature_used,Free,Partner,F2_Reports
23,2024-10-20,feature_used,Free,Partner,F4_Collaboration
23,2024-10-21,feature_used,Free,Partner,F1_Search
23,2024-10-21,feature_used,Free,Partner,F2_Reports
23,2024-10-23,feature_used,Free,Partner,F1_Search
23,2024-10-25,feature_used,Free,Partner,F1_Search
23,2024-10-26,feature_used,Free,Partner,F1_Search
23,2024-10-26,feature_used,Free,Partner,F3_Integrations
23,2024-10-27,feature_used,Free,Partner,F1_Search
23,2024-10-28,feature_used,Free,Partner,F4_Collaboration
23,2024-10-28,feature_used,Free,Partner,F2_Reports
23,2024-10-28,feature_used,Free,Partner,F1_Search
23,2024-10-31,feature_used,Free,Partner,F2_Reports
23,2024-11-03,feature_used,Free,Partner,F1_Search
23,2024-11-08,feature_used,Free,Partner,F1_Search
24,2026-01-19,signup,Enterprise,Organic,
24,2026-01-22,email_verified,Enterprise,Organic,
24,2026-01-24,first_session,Enterprise,Organic,
24,2026-01-26,first_key_action,Enterprise,Organic,
24,2026-02-05,feature_used,Enterprise,Organic,F3_Integrations
24,2026-02-08,feature_used,Enterprise,Organic,F1_Search
24,2026-02-10,feature_used,Enterprise,Organic,F1_Search
24,2026-02-10,feature_used,Enterprise,Organic,F5_API
24,2026-02-11,feature_used,Enterprise,Organic,F5_API
24,2026-02-15,feature_used,Enterprise,Organic,F4_Collaboration
24,2026-02-15,feature_used,Enterprise,Organic,F2_Reports
24,2026-02-15,feature_used,Enterprise,Organic,F5_API
24,2026-02-16,feature_used,Enterprise,Organic,F3_Integrations
24,2026-02-16,feature_used,Enterprise,Organic,F2_Reports
24,2026-02-17,feature_used,Enterprise,Organic,F2_Reports
24,2026-02-19,feature_used,Enterprise,Organic,F1_Search
24,2026-02-20,feature_used,Enterprise,Organic,F2_Reports
24,2026-02-20,feature_used,Enterprise,Organic,F5_API
24,2026-02-21,feature_used,Enterprise,Organic,F1_Search
24,2026-02-22,feature_used,Enterprise,Organic,F3_Integrations
24,2026-02-22,feature_used,Enterprise,Organic,F2_Reports
24,2026-02-24,feature_used,Enterprise,Organic,F5_API
24,2026-02-27,feature_used,Enterprise,Organic,F2_Reports
24,2026-02-27,feature_used,Enterprise,Organic,F3_Integrations
24,2026-02-27,feature_used,Enterprise,Organic,F1_Search
24,2026-02-27,feature_used,Enterprise,Organic,F4_Collaboration
24,2026-03-01,feature_used,Enterprise,Organic,F2_Reports
24,2026-03-02,feature_used,Enterprise,Organic,F2_Reports
24,2026-03-04,feature_used,Enterprise,Organic,F1_Search
24,2026-03-09,feature_used,Enterprise,Organic,F4_Collaboration
24,2026-03-10,feature_used,Enterprise,Organic,F3_Integrations
24,2026-03-11,feature_used,Enterprise,Organic,F3_Integrations
24,2026-03-18,feature_used,Enterprise,Organic,F5_API
24,2026-03-19,feature_used,Enterprise,Organic,F4_Collaboration
24,2026-03-20,feature_used,Enterprise,Organic,F1_Search
24,2026-03-20,feature_used,Enterprise,Organic,F5_API
24,2026-03-21,feature_used,Enterprise,Organic,F5_API
24,2026-03-22,feature_used,Enterprise,Organic,F1_Search
24,2026-03-23,feature_used,Enterprise,Organic,F3_Integrations
24,2026-03-30,feature_used,Enterprise,Organic,F4_Collaboration
24,2026-04-03,feature_used,Enterprise,Organic,F5_API
24,2026-04-03,feature_used,Enterprise,Organic,F1_Search
24,2026-04-08,feature_used,Enterprise,Organic,F3_Integrations
24,2026-04-09,feature_used,Enterprise,Organic,F1_Search
24,2026-04-12,feature_used,Enterprise,Organic,F4_Collaboration
24,2026-04-16,feature_used,Enterprise,Organic,F2_Reports
24,2026-04-17,feature_used,Enterprise,Organic,F5_API
25,2026-01-18,signup,Pro,Content,
25,2026-01-20,email_verified,Pro,Content,
25,2026-01-22,first_session,Pro,Content,
25,2026-01-23,first_key_action,Pro,Content,
25,2026-01-28,feature_used,Pro,Content,F1_Search
25,2026-01-28,feature_used,Pro,Content,F5_API
25,2026-01-29,feature_used,Pro,Content,F5_API
25,2026-01-31,feature_used,Pro,Content,F1_Search
25,2026-02-01,feature_used,Pro,Content,F3_Integrations
25,2026-02-01,feature_used,Pro,Content,F1_Search
25,2026-02-01,feature_used,Pro,Content,F4_Collaboration
25,2026-02-03,feature_used,Pro,Content,F2_Reports
25,2026-02-04,feature_used,Pro,Content,F3_Integrations
25,2026-02-04,feature_used,Pro,Content,F2_Reports
25,2026-02-04,feature_used,Pro,Content,F1_Search
25,2026-02-05,feature_used,Pro,Content,F1_Search
25,2026-02-06,feature_used,Pro,Content,F4_Collaboration
25,2026-02-09,feature_used,Pro,Content,F2_Reports
25,2026-02-10,feature_used,Pro,Content,F1_Search
25,2026-02-16,feature_used,Pro,Content,F2_Reports
25,2026-02-16,feature_used,Pro,Content,F1_Search
25,2026-02-19,feature_used,Pro,Content,F4_Collaboration
26,2026-01-23,signup,Pro,Paid_Search,
26,2026-01-26,email_verified,Pro,Paid_Search,
27,2024-09-02,signup,Free,Organic,
27,2024-09-05,email_verified,Free,Organic,
27,2024-09-05,first_session,Free,Organic,
27,2024-09-08,first_key_action,Free,Organic,
27,2024-09-10,feature_used,Free,Organic,F1_Search
27,2024-09-12,feature_used,Free,Organic,F4_Collaboration
27,2024-09-13,feature_used,Free,Organic,F4_Collaboration
27,2024-09-13,feature_used,Free,Organic,F2_Reports
27,2024-09-13,feature_used,Free,Organic,F2_Reports
27,2024-09-13,feature_used,Free,Organic,F1_Search
27,2024-09-14,feature_used,Free,Organic,F2_Reports
27,2024-09-15,feature_used,Free,Organic,F1_Search
